event_candidate_id,stable_id,ticker_at_event,event_date,detected_event_type,evidence_date,evidence_form,evidence_item,evidence_url,evidence_summary,label_status,canonical_event_family,canonical_event_type,R,L,E,C,P,X,score_total,manual_grade,training_role,adjudication_note
CAND-12337297538513507330,permaticker:119251,ITCL,2023-11-17,voluntarydelisting,2023-11-20,6-K,ADS deregistration,https://www.sec.gov/Archives/edgar/data/1276671/000155837023019256/tmb-20231120xex99d1.htm,Banco Itau Chile terminated its U.S. ADR program and Exchange Act reporting for ADSs while the underlying Chilean common shares and domestic banking franchise continued.,verified,voluntary_listing_exit,voluntary_ADR_program_termination_with_home_market_continuity,1,0,1,3,0,-2,3,B,positive_low_severity_ADR_exit_boundary,"The U.S. security channel ended, but the operating bank and local shares continued; preserve this as a B boundary."
CAND-1473495547806046470,permaticker:638393,XPON,2024-10-09,reverse_split,2024-10-07,8-K exhibit,3.03;5.03;8.01;9.01,https://www.sec.gov/Archives/edgar/data/1894954/000190359624000610/ex99_1.htm,"Expion360 effected a one-for-100 reverse split specifically to regain Nasdaq minimum-bid compliance, with proportional treatment of outstanding common shares and no contemporaneous financing in the reviewed filing.",verified,listing_compliance,reverse_split_for_minimum_bid_compliance,1,1,0,3,0,-2,3,B,verified_reverse_split_listing_boundary,A large split ratio does not establish dilution without a realized financing chain; retain B.
CAND-17903735516412286174,permaticker:642615,PLRZ,2025-06-04,twenty_one_day_crash,2025-05-23,6-K exhibit,Nasdaq delisting notice,https://www.sec.gov/Archives/edgar/data/1893645/000121390025047370/ea024329101ex99-1_polyrizon.htm,Polyrizon's material primary event was Nasdaq's May 21 discretionary delisting determination; the June 4 price-crash candidate occurs later and is only a market consequence proxy.,rejected,temporal_price_proxy,price_crash_after_earlier_delisting_determination,0,0,0,3,0,-3,0,rejected,rejected_temporal_price_proxy_control,The actual May 21 event is separately represented. Do not train the later price path as a second event or move the official fact to the price date.
MANUAL-SEC-PLRZ-20250521-NASDAQ-DISCRETIONARY-DELISTING-NOTICE,cik:0001893645,PLRZ,2025-05-21,Nasdaq_discretionary_delisting_determination_under_Rule_5101,2025-05-23,6-K exhibit,Nasdaq Listing Rule 5101 notice,https://www.sec.gov/Archives/edgar/data/1893645/000121390025047370/ea024329101ex99-1_polyrizon.htm,Nasdaq staff issued Polyrizon a May 21 discretionary delisting determination under Listing Rule 5101; the company could appeal and the notice did not itself immediately terminate trading.,verified,forced_delisting_risk,Nasdaq_discretionary_delisting_determination_under_Rule_5101,2,2,1,3,0,-1,7,A,positive_forced_delisting_determination_boundary,"The official notice is a serious forced-listing event, but it remained appealable and was not bankruptcy, security cancellation or a terminal equity outcome."
CAND-14607764745873363427,permaticker:636978,EVE,2024-12-13,bankruptcy_liquidation,2024-10-18,8-K,3.01;7.01;9.01,https://www.sec.gov/Archives/edgar/data/1861121/000121390024089308/ea0217942-8k_evemob.htm,EVe Mobility disclosed delayed SEC filings and a SPAC business-combination deadline under NYSE American listing standards; no bankruptcy petition or court-supervised liquidation was reported.,rejected,spac_listing_compliance,SPAC_filing_delinquency_and_combination_deadline_not_bankruptcy,0,0,0,3,0,-3,0,rejected,rejected_source_mismatch_control,A SPAC listing deadline is not evidence of bankruptcy; preserve the ACTIONS-family mismatch as a hard negative.
CAND-10210682335662733614,permaticker:637211,GHIX,2024-12-04,bankruptcy_liquidation,2024-11-25,8-K,8.01,https://www.sec.gov/Archives/edgar/data/1894630/000119312524264740/d911768d8k.htm,"Gores Holdings IX elected ordinary SPAC wind-up mechanics, redeeming public shares for their pro-rata cash trust value and later delisting; this was not a bankruptcy case.",rejected,spac_lifecycle,SPAC_cash_trust_redemption_and_liquidation_not_bankruptcy,0,0,0,3,0,-3,0,rejected,rejected_source_mismatch_control,Public holders received cash from the trust account; do not equate corporate liquidation terminology with insolvent common-equity death.
CAND-15399635367878180033,permaticker:636803,MNTN1,2024-11-29,bankruptcy_liquidation,2024-11-18,DEF 14A,SPAC extension and listing consequences,https://www.sec.gov/Archives/edgar/data/1863719/000182912624007631/everestconsolidator_def14a.htm,Everest Consolidator sought an extension beyond the NYSE SPAC 36-month limit and disclosed resulting suspension and delisting while public holders retained redemption rights; no bankruptcy filing occurred.,rejected,spac_lifecycle,SPAC_extension_driven_delisting_with_redemption_rights_not_bankruptcy,0,0,0,3,0,-3,0,rejected,rejected_source_mismatch_control,"The event is a SPAC deadline/listing mechanism with trust redemption rights, not a court insolvency proceeding."
CAND-6939302389117870268,permaticker:637278,DUET,2024-11-25,bankruptcy_liquidation,2024-11-21,8-K,3.01,https://www.sec.gov/Archives/edgar/data/1890671/000149315224047051/form8-k.htm,DUET Acquisition's listing problem concerned failure to meet Nasdaq's minimum market value of listed securities and a panel review; the filing contains no bankruptcy petition.,rejected,listing_compliance,minimum_market_value_listing_failure_not_bankruptcy,0,0,0,3,0,-3,0,rejected,rejected_source_mismatch_control,A listing-standard failure is not a bankruptcy event and must remain a detector control.
CAND-9312788482903976137,permaticker:636756,BLEU,2024-11-22,bankruptcy_liquidation,2024-11-21,8-K,3.01;8.01;9.01,https://www.sec.gov/Archives/edgar/data/1843370/000121390024100742/ea0222078-8k_bleuacacia.htm,bleuacacia was delisted after its SPAC failed to complete an initial business combination within Nasdaq's 36-month deadline; no bankruptcy petition was filed.,rejected,spac_lifecycle,SPAC_business_combination_deadline_delisting_not_bankruptcy,0,0,0,3,0,-3,0,rejected,rejected_source_mismatch_control,"Nasdaq's SPAC clock is a listing rule, not evidence of insolvency or common-equity cancellation."
CAND-17979334303378181143,permaticker:636701,MCAG,2024-11-20,bankruptcy_liquidation,2024-11-19,8-K,3.01;9.01,https://www.sec.gov/Archives/edgar/data/1859035/000182912624007679/mountaincrest5_8k.htm,Mountain Crest Acquisition V was delisted solely because it did not complete a SPAC business combination within 36 months; it expected continued OTC trading and did not report bankruptcy.,rejected,spac_lifecycle,SPAC_36_month_deadline_delisting_with_OTC_continuity_not_bankruptcy,0,0,0,3,0,-3,0,rejected,rejected_source_mismatch_control,"The official filing proves a Nasdaq SPAC deadline and expected OTC continuity, not a liquidation under bankruptcy law."
CAND-17677429641977674275,permaticker:642615,PLRZ,2025-06-03,twenty_one_day_crash,2025-05-23,6-K exhibit,Nasdaq delisting notice,https://www.sec.gov/Archives/edgar/data/1893645/000121390025047370/ea024329101ex99-1_polyrizon.htm,Polyrizon's June 3 price-crash row is a one-day sibling of the June 4 price proxy and follows the same May 21 Nasdaq discretionary delisting determination.,rejected,temporal_price_proxy,duplicate_price_crash_after_earlier_delisting_determination,0,0,0,3,0,-3,0,rejected,rejected_duplicate_temporal_price_proxy_control,Collapse adjacent market observations into one crisis thread and keep the actual May 21 official notice as the only primary event.
CAND-9721875573675717562,permaticker:166392,VJTTY,2024-03-22,voluntarydelisting,2024-03-14,6-K exhibit,Voluntary delisting announcement,https://www.sec.gov/Archives/edgar/data/1582581/000155837024003236/tmb-20240314xex99d2.htm,voxeljet voluntarily delisted its Nasdaq ADSs after concluding that listing benefits did not justify the costs and management burden and that exiting would support its financial position.,verified,voluntary_listing_exit,voluntary_Nasdaq_ADS_delisting_for_cost_reduction,1,0,1,3,0,-2,3,B,positive_low_severity_voluntary_listing_exit_boundary,"The company chose a cost-saving listing exit; the evidence does not establish a forced delisting, insolvency filing or terminal common-equity outcome."
CAND-1962493731811713893,permaticker:110267,NTCOY,2024-02-09,voluntarydelisting,2024-08-06,6-K,Secondary listing discontinuation,https://www.sec.gov/Archives/edgar/data/1776967/000129281424003172/ntcoitr2q24_6k.htm,Natura approved discontinuing its secondary NYSE listing to simplify operations while its primary common-share listing continued on B3 in Sao Paulo.,verified,voluntary_listing_exit,voluntary_secondary_NYSE_delisting_with_B3_continuity,1,0,1,3,0,-2,3,B,positive_low_severity_dual_listing_exit_boundary,"This is a dual-listing consolidation with home-market continuity, not corporate failure or destruction of the underlying common equity."
CAND-4000171959242416578,permaticker:636485,UTRS,2023-12-28,voluntarydelisting,2023-12-15,8-K exhibit,Voluntary delisting announcement,https://www.sec.gov/Archives/edgar/data/1452965/000095017023070768/utrs-ex99_1.htm,"Minerva Surgical voluntarily chose to delist and deregister to reduce cash burn, expenses and management burden and warned that its common shares would become less liquid.",verified,voluntary_listing_exit,voluntary_Nasdaq_delisting_and_going_dark_for_cash_conservation,1,0,1,3,0,-2,3,B,positive_low_severity_voluntary_going_dark_boundary,Cash conservation and reduced liquidity are material but remain a voluntary going-dark event without a court process or proven zero recovery.
CAND-5384804861061897182,permaticker:196453,CIZN,2023-12-14,voluntarydelisting,2023-12-01,8-K exhibit,Voluntary delisting announcement,https://www.sec.gov/Archives/edgar/data/1075706/000143774923033539/ex_602675.htm,Citizens Holding voluntarily left Nasdaq for significant cost savings and expected its common stock to continue trading on OTCQX with continuing audited and quarterly information.,verified,voluntary_listing_exit,voluntary_Nasdaq_delisting_with_OTCQX_continuity,1,0,1,3,0,-2,3,B,positive_low_severity_venue_downgrade_boundary,"The security retained an expected public OTCQX venue and financial reporting; this is a cost-driven venue change, not equity death."
CAND-15845846893872291649,permaticker:166947,AENZ,2023-12-06,voluntarydelisting,2023-11-16,6-K,ADS delisting and termination,https://www.sec.gov/Archives/edgar/data/1572621/000121390023088039/ea188633-6k_aenzasaa.htm,Aenza voluntarily ended its NYSE ADS listing and ADR program to consolidate liquidity while its common shares continued on the Lima Stock Exchange.,verified,voluntary_listing_exit,voluntary_ADS_delisting_with_Lima_home_market_continuity,1,0,1,3,0,-2,3,B,positive_low_severity_ADR_exit_boundary,The U.S. ADS channel ended but the underlying home-market common shares continued; preserve this as a venue boundary.
CAND-14171391199834478946,permaticker:197115,BKSC,2023-09-14,voluntarydelisting,2023-08-24,8-K,3.01;9.01,https://www.sec.gov/Archives/edgar/data/1007273/000095017023044275/bksc-20230824.htm,Bank of South Carolina voluntarily left Nasdaq and deregistered to reduce costs while expecting uninterrupted common-stock trading on OTCQX.,verified,voluntary_listing_exit,voluntary_Nasdaq_delisting_with_OTCQX_continuity,1,0,1,3,0,-2,3,B,positive_low_severity_venue_downgrade_boundary,The issuer deliberately changed venues for cost reasons with expected trading continuity; no forced-listing or terminal-equity fact is present.
CAND-2941656027386645117,permaticker:194474,SNMP,2024-02-15,voluntarydelisting,2023-06-06,8-K,3.01;8.01,https://www.sec.gov/Archives/edgar/data/1362705/000136270523000071/evolve-20230606.htm,"The official record identifies a June 6, 2023 NYSE low-price delisting determination, not a new voluntary-delisting event on the Sharadar row's February 15, 2024 date.",rejected,temporal_source_mismatch,later_delisting_proxy_for_earlier_NYSE_low_price_determination,0,0,0,3,0,-3,0,rejected,rejected_temporal_and_source_type_mismatch_control,Reject the later voluntary-delisting label and preserve the actual forced exchange determination as a separately dated manual event.
MANUAL-SEC-SNMP-20230606-NYSE-LOW-PRICE-DELISTING-DETERMINATION,cik:0001362705,SNMP,2023-06-06,NYSE_low_price_delisting_determination,2023-06-06,8-K,3.01;8.01,https://www.sec.gov/Archives/edgar/data/1362705/000136270523000071/evolve-20230606.htm,NYSE Regulation determined to delist Evolve because of its prolonged abnormally low selling price despite a planned one-for-30 split; the company intended to request review.,verified,forced_delisting_risk,NYSE_low_price_delisting_determination,2,2,1,3,0,-1,7,A,positive_forced_delisting_determination_boundary,"The exchange determination is serious and forced but reviewable; it does not prove insolvency, security cancellation or zero recovery."
CAND-14440061170493593137,permaticker:635922,EWCZ,2026-05-08,delisted,2026-05-08,8-K,1.01;1.02;2.01;2.03;3.01;3.03;5.01;5.02;5.03;8.01;9.01,https://www.sec.gov/Archives/edgar/data/1856236/000119312526213462/d137291d8k.htm,"European Wax Center's Nasdaq delisting followed completion of its General Atlantic take-private, with each eligible Class A share converted into $5.80 cash.",rejected,cash_merger_control,take_private_cash_merger_delisting_consequence,0,0,0,3,0,-3,0,rejected,rejected_merger_delisting_control,"The delisting is mechanical completion of a cash acquisition with stated consideration, not an adverse listing or solvency event."
CAND-5524624592160556365,permaticker:631874,MAXNQ,2026-04-30,delisted,2026-04-27,6-K,Judicial management and Nasdaq determination,https://www.sec.gov/Archives/edgar/data/1796898/000119312526179237/6-k_27_apr_final_delisti.htm,The April 30 Sharadar delisting row is a later proxy for Maxeon's separately dated April 1 judicial-management application and April 24 Nasdaq delisting determination.,rejected,temporal_event_proxy,later_delisting_proxy_for_judicial_management_and_exchange_determination,0,0,0,3,0,-3,0,rejected,rejected_temporal_event_proxy_control,Do not shift the court-process or exchange-notice date to a downstream vendor action date; represent both primary events separately.
MANUAL-SEC-MAXNQ-20260401-JUDICIAL-MANAGEMENT-APPLICATION,cik:0001796898,MAXNQ,2026-04-01,Singapore_judicial_management_application_for_working_capital_insufficiency,2026-04-01,6-K,Singapore judicial-management application,https://www.sec.gov/Archives/edgar/data/1796898/000179689826000002/maxn_form_6-k_1_april_20.htm,Maxeon and a subsidiary applied to the Singapore High Court for judicial management under IRDA after identifying significant doubts about sufficient working capital.,verified,bankruptcy_reorganization,Singapore_judicial_management_application_for_working_capital_insufficiency,3,3,2,3,0,-1,10,A++,positive_court_supervised_rescue_process_preterminal_boundary,"Judicial management is a court-supervised insolvency rescue process supporting A++, but no reviewed terminal old-common cancellation permits S."
CAND-1083521579317573754,permaticker:631874,MAXNQ,2026-04-30,bankruptcy_liquidation,2026-04-10,6-K,Singapore interim judicial-management order,https://www.sec.gov/Archives/edgar/data/1796898/000179689826000004/maxn_form_6-k_10_april_2.htm,"The official filing places the interim judicial-management order on April 9, 2026; the April 30 Sharadar row is a later temporal proxy for that already separately represented legal status change.",rejected,temporal_event_proxy,later_price_or_vendor_proxy_for_earlier_interim_judicial_management_order,0,0,0,3,0,-3,0,rejected,rejected_temporal_event_proxy_control,Keep the April 9 court order as the primary event and do not train the April 30 vendor date as a duplicate insolvency label.
MANUAL-SEC-MAXNQ-20260409-INTERIM-JUDICIAL-MANAGEMENT-ORDER,cik:0001796898,MAXNQ,2026-04-09,Singapore_interim_judicial_management_order_and_transfer_of_control,2026-04-10,6-K,Singapore interim judicial-management order,https://www.sec.gov/Archives/edgar/data/1796898/000179689826000004/maxn_form_6-k_10_april_2.htm,"The Singapore High Court placed Maxeon and a subsidiary under interim judicial management on April 9, appointed Deloitte restructuring professionals and transferred management authority from directors and officers.",verified,bankruptcy_reorganization,Singapore_interim_judicial_management_order_and_transfer_of_control,3,3,2,3,0,-1,10,A++,positive_court_order_same_episode_status_change,"The court order is a genuine legal status change after the application, but still does not prove terminal cancellation or zero recovery for old common equity."
MANUAL-SEC-MAXNQ-20260424-NASDAQ-DELISTING-DETERMINATION,cik:0001796898,MAXNQ,2026-04-24,Nasdaq_delisting_determination_due_to_interim_judicial_management,2026-04-27,6-K,Nasdaq delisting determination,https://www.sec.gov/Archives/edgar/data/1796898/000119312526179237/6-k_27_apr_final_delisti.htm,Nasdaq staff issued Maxeon an April 24 delisting determination after the judicial-management application and interim order; the company retained an appeal route.,verified,forced_delisting_risk,Nasdaq_delisting_determination_due_to_interim_judicial_management,2,2,1,3,0,-1,7,A,positive_forced_delisting_determination_boundary,This is the separately dated exchange consequence of the judicial-management process; it is appealable and not itself a terminal equity outcome.
CAND-11601754320496689062,permaticker:637535,AREB,2026-03-23,reverse_split,2026-03-23,8-K exhibit,Reverse split announcement,https://www.sec.gov/Archives/edgar/data/1648087/000149315226012022/ex99-1.htm,"American Rebel effected a one-for-100 reverse split for Nasdaq minimum-bid compliance, with proportional derivative adjustments but unusually large round-lot protection shares represented separately in the financing and issuance event.",verified,listing_compliance,reverse_split_for_minimum_bid_compliance_with_separate_round_lot_issuance,1,0,1,3,0,-2,3,B,linked_split_proxy_excluded_from_round_lot_issuance_event,Keep the proportional split at B and the separately proven round-lot share issuance at A; do not double-count one recapitalization chain.
CAND-6755104543503519663,permaticker:636876,DCX,2025-11-03,reverse_split,2025-10-29,6-K exhibit,Share consolidation announcement,https://www.sec.gov/Archives/edgar/data/1957413/000149315225020018/ex99-1.htm,Chijet announced a one-for-100 consolidation of issued and unissued Class A and Class B ordinary shares that affected holders uniformly and did not alter percentage ownership.,verified,listing_compliance,proportional_one_for_100_share_consolidation,1,0,1,3,0,-2,3,B,verified_proportional_reverse_split_boundary,The official announcement proves a proportional capital adjustment; no contemporaneous realized financing or ownership transfer is established.
CAND-3359513550954859094,permaticker:632062,AVO,2026-04-30,interest_coverage_below_1,2026-06-08,10-Q,Liquidity; Credit facility covenants,https://www.sec.gov/Archives/edgar/data/1802974/000180297426000033/avo-20260430.htm,"Mission Produce reported $611.6 million of equity, $135.1 million of working capital and compliance with all leverage and fixed-charge covenants; first-half operating cash usage was seasonal rather than a debt-service failure.",rejected,fundamental_metric_control,single_quarter_interest_coverage_false_positive_with_positive_equity_working_capital_and_covenant_compliance,0,0,0,3,0,-3,0,rejected,rejected_fundamental_formula_control,"A formula ratio below one is not a distress event when fixed-charge covenants are met, equity and working capital are positive and cash use is seasonally explained."
CAND-3496288016515435638,permaticker:645744,GLOO,2026-04-30,interest_coverage_below_1,2026-06-09,10-Q,Going concern; Liquidity and capital resources,https://www.sec.gov/Archives/edgar/data/2069785/000119312526263889/gloo-20260430.htm,"Gloo reported $33.0 million cash, $34.9 million debt including $17.8 million current, no borrowing capacity, $17.1 million quarterly operating cash burn and unresolved substantial doubt dependent on future capital.",verified,liquidity_and_financing_risk,going_concern_cash_burn_current_debt_and_no_available_borrowing_capacity,2,1,2,3,0,-1,7,A,positive_going_concern_financing_dependency_boundary,"The material event is unresolved financing-dependent going concern risk, not the mechanical interest-coverage ratio; cash remains and no court or terminal equity fact supports A++ or S."
CAND-8134472897367148991,permaticker:197802,FCEL,2026-04-30,interest_coverage_below_1,2026-06-08,10-Q,Liquidity and capital resources,https://www.sec.gov/Archives/edgar/data/886128/000110465926071183/fcel-20260430x10q.htm,"FuelCell Energy held $373.2 million of unrestricted cash and concluded that cash, contracted receipts and restricted-cash releases would meet obligations for at least one year, despite longer-term financing dependence.",verified,fundamental_metric_boundary,single_quarter_interest_coverage_weakness_with_twelve_month_liquidity_sufficiency,1,1,1,3,0,-2,4,B,verified_low_severity_liquidity_context_boundary,"The business remains financing-dependent over the long term, but the filing expressly supports twelve-month liquidity and does not report substantial doubt or current debt-service failure."
CAND-8959700393784012854,permaticker:199893,BRID,2026-04-17,interest_coverage_below_1,2026-06-01,10-Q,Liquidity and credit covenants,https://www.sec.gov/Archives/edgar/data/14177/000149315226026675/form10-q.htm,"Bridgford had $0.83 million cash, recurring losses and negative operating cash flow, violated net-income and quick-ratio covenants that required waivers and had only $0.5 million remaining revolver capacity at quarter end.",verified,liquidity_and_financing_risk,low_cash_negative_operating_cash_flow_and_waived_credit_covenant_violations,2,2,1,3,0,-1,7,A,positive_covenant_waiver_and_liquidity_stress_boundary,"The official filing establishes real covenant breaches and tight liquidity, upgrading the mechanical ratio signal to A; lender waivers and remaining assets keep it below A++."
CAND-3118289555323842776,permaticker:198380,JACK,2026-04-12,negative_equity,2026-05-13,10-Q,Liquidity; Debt covenants; Stockholders' deficit,https://www.sec.gov/Archives/edgar/data/807882/000080788226000067/jack-20260412.htm,"Jack in the Box's $922.1 million stockholders' deficit included $3.2 billion of treasury stock, while it reported $69.4 million cash and restricted cash, $95.3 million borrowing availability, twelve-month liquidity sufficiency and full covenant compliance.",verified,fundamental_metric_boundary,negative_book_equity_driven_by_treasury_stock_with_sufficient_liquidity_and_covenant_compliance,1,0,1,3,0,-2,3,B,verified_negative_equity_accounting_boundary,Negative book equity is factual but not an insolvency label when treasury stock explains the deficit and liquidity and debt covenants remain adequate.
CAND-6681904770298664082,permaticker:198240,SNBR,2026-04-04,negative_equity,2026-05-12,10-Q,Going concern; Credit agreement,https://www.sec.gov/Archives/edgar/data/827187/000082718726000041/snbr-20260404.htm,"Sleep Number expected covenant noncompliance within twelve months, concluded operating cash and credit availability would be insufficient, and said lender negotiations and capital or strategic alternatives did not alleviate substantial going-concern doubt.",verified,liquidity_and_financing_risk,unresolved_going_concern_expected_covenant_failure_and_inadequate_twelve_month_liquidity,3,3,2,3,0,-1,10,A++,positive_external_financing_and_lender_rescue_dependency_boundary,"The company states that ordinary operations and existing credit are insufficient and resolution depends on lenders, new capital or strategic alternatives; no bankruptcy filing or terminal common treatment permits S."
CAND-6336208058309023406,permaticker:640712,SHIM,2026-04-03,negative_equity,2026-05-15,10-Q,Liquidity and capital resources; Stockholders' deficit,https://www.sec.gov/Archives/edgar/data/1887944/000119312526225083/shim-20260403.htm,"Shimmick reported stockholders' deficit but also $34 million total liquidity, positive adjusted EBITDA and no substantial-doubt conclusion; it continued to monitor outside capital for growth and planned expenditures.",verified,fundamental_metric_boundary,negative_book_equity_with_positive_adjusted_EBITDA_and_available_liquidity,1,1,1,3,0,-2,4,B,verified_negative_equity_liquidity_boundary,"Negative equity and dependence on access to capital merit context, but current liquidity, operating improvement and absence of substantial doubt keep the event at B."
CAND-12042507882071609762,permaticker:193578,TNXP,2025-02-05,reverse_split,2025-02-03,8-K,3.03;8.01;9.01,https://www.sec.gov/Archives/edgar/data/1430306/000199937125001105/tnxp-8k_020325.htm,"Tonix effected a one-for-100 reverse split for Nasdaq minimum-bid compliance; outstanding securities adjusted proportionally, authorized common shares remained unchanged and no contemporaneous completed financing is established in the reviewed filing.",verified,listing_compliance,reverse_split_for_minimum_bid_compliance_with_unreduced_authorized_shares,1,1,1,3,0,-2,4,B,verified_reverse_split_capacity_boundary,"Unreduced authorized capacity is an overhang, not realized dilution. Without a contemporaneous completed issuance the split remains B."
CAND-11298681759492550920,permaticker:636396,APLM,2024-11-25,reverse_split,2025-04-03,20-F,Reverse stock split,https://www.sec.gov/Archives/edgar/data/1944885/000095017025050531/aplm-20241231.htm,"Apollomics confirmed a one-for-100 reverse split completed November 25, 2024 after shareholder approval to regain Nasdaq minimum-bid compliance, without a contemporaneous realized financing in the reviewed evidence.",verified,listing_compliance,one_for_100_reverse_split_for_minimum_bid_compliance,1,0,1,3,0,-2,3,B,verified_reverse_split_listing_boundary,The completed split is a listing-compliance event. Earlier or later financing is not moved onto the split date without a contemporaneous realized issuance chain.
CAND-12110627119689038576,permaticker:194095,ZNB,2024-11-15,reverse_split,2024-12-02,424B5,100-for-1 reverse split; realized convertible-note and warrant financing,https://www.sec.gov/Archives/edgar/data/1747661/000121390024104541/ea0222907-424b5_colorstar.htm,"Zeta Network's predecessor effected a one-for-100 reverse split on November 15 after selling approximately $7.6 million of variable-price convertible notes and 2,853,118 warrants; the filing also showed only 842,853 nonaffiliate shares after the split and a simultaneous expansion to 280 billion authorized Class A shares.",verified,dilution_recapitalization,one_for_100_reverse_split_with_realized_variable_price_convertible_note_and_warrant_chain,2,1,3,3,0,-1,8,A,linked_financing_chain_split_proxy_excluded,"The grade rests on the completed September note-and-warrant sale, immediate conversion mechanics and post-split issuance capacity. The separately described additional $40 million of notes had not yet been sold and is excluded from realized dilution."
CAND-11254343091347219428,permaticker:639957,TRNR,2024-11-11,reverse_split,2024-11-15,8-K,1-for-100 reverse split; contemporaneous debt and preferred-stock conversions,https://www.sec.gov/Archives/edgar/data/1785056/000095017024127597/trnr-20241111.htm,"Interactive Strength reduced outstanding common shares from 41,787,040 to 417,871 in a one-for-100 split, reset a $4.0 million secured convertible note to $4.79 per share and, from November 11 through 13, issued 41,754 note-conversion shares plus 116,604 Series A conversion shares, about 38% of the initial post-split common base.",verified,dilution_recapitalization,one_for_100_reverse_split_with_contemporaneous_note_and_preferred_conversion_chain,2,2,3,3,0,-1,9,A,linked_debt_conversion_chain_split_proxy_excluded,"The split is linked to realized same-week debt and preferred conversions, not merely future financing capacity. A separate November 13 exchange issued another 31,538 shares for a $512,500 loan reduction; no terminal common-equity fact supports A++ or S."
CAND-12171057402706101666,permaticker:639075,QOMO,2024-11-20,bankruptcy_liquidation,2025-01-08,8-K,Nasdaq public-holder deficiency; SPAC trust redemption,https://www.sec.gov/Archives/edgar/data/1894210/000149315225001509/form8-k.htm,"Qomolangma was suspended after Nasdaq found it below the 300-public-holder requirement and the company declined to appeal; it later announced approximately $10.88-per-share trust redemption after abandoning a business combination, with no bankruptcy petition or court liquidation.",rejected,spac_lifecycle,Nasdaq_public_holder_deficiency_and_later_SPAC_trust_redemption_not_bankruptcy,0,0,0,3,0,-3,0,rejected,rejected_source_and_temporal_mismatch_control,The November vendor bankruptcy/liquidation label conflates a Nasdaq listing deficiency with a later ordinary SPAC wind-down. Public holders received trust cash; preserve this as a hard bankruptcy false-positive control.
CAND-5317184211782802969,permaticker:120557,CHUC,2023-11-14,voluntarydelisting,2023-11-14,10-Q,Trading market; Going concern,https://www.sec.gov/Archives/edgar/data/1134765/000143774923031976/chuc20230930_10q.htm,"Charlie's Holdings stated that its common stock already traded on the OTCQB Venture Market under CHUC; the filing discussed operating losses and going-concern risk but did not disclose a new voluntary exchange delisting on November 14, 2023.",rejected,source_mismatch_control,vendor_voluntary_delisting_false_positive_for_existing_OTCQB_security,0,0,0,3,0,-3,0,rejected,rejected_exchange_identity_mismatch_control,Do not convert a going-concern discussion into a delisting event. Any fundamental distress must be dated and reviewed separately from this false corporate-action row.
CAND-2830816287926042563,permaticker:197684,CLRD,2023-10-31,voluntarydelisting,2023-10-17,10-Q,Trading market,https://www.sec.gov/Archives/edgar/data/895665/000149315223037425/form10-q.htm,"Clearday identified CLRD as trading on OTCQX in its October 2023 quarterly filing; its predecessor had already been delisted from Nasdaq in September 2020, so the October 31, 2023 voluntary-delisting row is not a new legal or exchange event.",rejected,temporal_source_mismatch,stale_vendor_voluntary_delisting_proxy_for_already_OTCQX_security,0,0,0,3,0,-3,0,rejected,rejected_stale_exchange_status_control,The security was already off Nasdaq and trading OTC well before the candidate date; do not train a stale vendor action as a fresh delisting event.
CAND-984459796929894340,permaticker:639917,VCIG,2025-04-02,volume_crash,2025-04-01,6-K exhibit,1-for-20 share consolidation,https://www.sec.gov/Archives/edgar/data/1930510/000121390025028609/ea023673801ex99-1_vciglob.htm,"VCI Global announced a one-for-20 share consolidation for Nasdaq minimum-bid compliance, effective April 3, 2025; the company had also closed a 5.1 million-share offering on March 18, equal to about 9% of the pre-split share base.",verified,capital_structure,reverse_split_for_bid_compliance_after_completed_common_share_offering,1,1,1,3,0,-2,4,B,verified_reverse_split_boundary_with_one_day_date_jitter_excluded,"The corporate action is real and was announced before the price candidate, but the price row is one day before the effective split date. Keep the event while excluding this detector timestamp from exact-date hard-label training."
CAND-8604069742060499087,permaticker:194311,THTI,2020-09-16,volume_crash,2020-08-24,SEC administrative order,Section 12(j) proceeding and same-day trading suspension,https://www.sec.gov/files/litigation/admin/2020/34-89642.pdf,The SEC instituted a Section 12(j) proceeding against THT Heat Transfer Technology and separately suspended trading on August 24 because required periodic reports had been delinquent since November 2018. The September 16 price row did not identify a new official event.,rejected,temporal_price_proxy,delayed_price_proxy_after_sec_trading_suspension_and_12j_proceeding,0,0,0,0,0,0,0,rejected,rejected_delayed_price_proxy_control,Reject the September detector date and represent the actual August 24 regulatory event separately as MANUAL-SEC-THTI-20200824-SECTION12J-PROCEEDING.
CAND-16671981051802220153,permaticker:640576,ATPC,2025-12-10,volume_crash,2025-12-12,6-K exhibit,company response to market volatility,https://www.sec.gov/Archives/edgar/data/1713210/000149315225027360/ex99-1.htm,Agape ATP stated that operations continued as usual and that it was not aware of any material undisclosed corporate development or adverse condition explaining the recent market volatility.,rejected,price_only_control,company_denied_material_undisclosed_cause_for_market_volatility,0,0,0,0,0,0,0,rejected,rejected_price_only_negative_control,A price move is not a corporate event. The subsequent official response is useful negative evidence and does not justify inventing a hidden cause.
